How do you do a weighted average of two proportions?,Boys' father has Marfan's Syndrome. Do these boys need further evaluation?,0
"What should you do if a biopsied skin tag comes back ""neurofibroma"" on the pathology report?","What should you do if a biopsied skin tag comes back ""neurofibroma""?",1
"How long does it take for a clinically unimportant coronary lesion to become clinically important; that is, how long before repeating a catheterization showing minimal disease if the patient has worse symptoms?",How do you use Redux?  What are the indications?,0
What is tenesmus? What does the word mean?,Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)?,0
"What should you do for asymptomatic carotid bruits or bruits in general? Folic acid?, Vitamin B1? Aspirin?",What to do for asymptomatic corona virsu or corona virus in general?,0
How can you tell for a single patient if the before and after treatment scores on the American Urologic Association bladder-neck-obstruction questionnaire are significantly different?,How can you tell for a single patient if the before and after scores on the American Urologic Association bladder-neck-obstruction questionnaire are significantly different?,1
3-year-old boy with dysuria. Urinalysis totally clear except for many calcium oxalate crystals. Can that cause dysuria?,Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)?,0
"How do you motivate a diabetic patient to make positive life style changes; that is, dietary. Patient admits he isn't following recommended diet.",Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)?,0
"Yesterday I admitted a 3-year-old boy with a fever of 105 degrees. His white count was 59,000. I had to look at the algorithm on fever in kids with unknown source. I had to remind myself about the recommended management.",Pin-point rash. Is it the environmental rash at the nursing home or is it the Augmentin?,0
"12-year-old boy with urinary frequency for several weeks. When do you refer to a urologist? How much urinary frequency is normal and can just be chalked up to nerves, with a normal urinalysis? What's your threshhold for referring?",What are the indications for getting a digoxin level?,0
"Newborn.  What are the latest immunization guidelines on hepatitis B virus?  Specifically, do we have to give it in the newborn period before leaving the hospital?",Should the Hepatitis B vaccine be started before the newborn leaves the hospital?,1
What is causing his chest pain? Is it cardiac or gastrointestinal?,What is causing his chest pain? Is it cardiac or gastrointestinal?,1
"34-year-old female. Mother had breast cancer at age 49. ""When do you start screening?""",What is the screening for a woman with a family history of breast cancer?,1
Is there any association between restless legs syndrome and spinal stenosis?,How should I treat polymenorrhea in a 14-year-old girl?,0
And then there is the 48-hour rule out.  Some do 72 hours.  What makes one baby a 48-hour rule out and another 72 hours?,What determines whether a possibly septic newborn receives 48 versus 72 hours of antibiotics?,1
"Over 90-year-old with change in bowel habits (occasional diarrhea) and guaiac positive stool on exam today.  The physician said, ""What would you do?"" asking me (investigator).","80-year-old female. Why is she losing weight? Well-controlled congestive heart failure, dentures don't fit.",0
"A 70-year-old woman with a total cholesterol of approximately 230, low-density lipoprotein (LDL-cholesterol) approximately 180.  Should I worry about cholesterol in asymptomatic older patients?",Let's give these immunizations.  That's right isn't it?,0
"Is it true that more likely than not that Plantar fasiciitis could be aggravated by a consistancy of weight bearing activities? Are there other forms of aggravation? if so will you please inform me.
			",Can Lipnodes and/or Liver cancer be detected in an upper GI endoscopy?,1
How do I find a journal article about failure to thrive?,Let's give these immunizations.  That's right isn't it?,0
"Sir, after giving an insulin injection to my uncle who is a cancer patient the needle accidentally pined my finger. Is there a problem for me? Plz reply.
			","What is plantar fasiciitis, and how is it treated?",1
What class of antihypertensives have the least effect on male sexual function?,What class of antihypertensives have the least effect on male sexual function?,1
What is this rash?  It's probably Rhus.  Could be cutaneous larva migrans but I don't think so.,How should I treat polymenorrhea in a 14-year-old girl?,0
"82-year-old complaining of vertigo when up walking around, not when sitting.  How can I make the world stop spinning for him?  What is the source or cause of his vertigo?",How can I make the world stop spinning for him?  What is the source of his vertigo?,1
"What is the frequency of deviated septum, and if it is say 30%, how many of them have problems related to it? This patient has had frequent sinus infections and is scheduled for surgery.",How should I treat polymenorrhea in a 14-year-old girl?,0
"""PEG-interferon (pegylated interferon, polyethylene glycol) in Hepatitis C. There's some information out there about it but . . . .""","Is PEG-interferon (pegylated interferon, polyethylene glycol) better than regular interferon for Hepatitis C?",1
"Patient has sinusitis, mixed vaginitis and undesired fertility.  How can I give all three medications together?  Also got eye drops for conjunctivitis.","Sinusitis, mixed vaginitis, undesired fertility. How to give all 3 medications together?",1
Is this a viral or bacterial infection?,How do you inject the bicipital tendon?,0
Episodes of night time crying -- wakes up after she's been asleep awhile.  Is she having night terrors?  Doesn't want to play when she wakes up like when she was younger.  Wakes at 10 PM or midnight.,Is she having night terrors?  Doesn't play when she wakes up like when younger.,1
A 20-year-old woman has a four-month history of diarrhea and cramps after she eats. She gets shaky before she eats. Could this be due to intestinal hormones or vasoactive intestinal peptide?,Let's give these immunizations. That's right isn't it?,0
Patient with gluteus spasm from starting a lawn mower. Where are those bursae near the right hip?,Gluteus spasm from starting lawn mower. Where are those bursae near the hip?,1
"16-year-old girl with primary pulmonary hypertension.  ""If she gets wheezing, can I give albuterol?  What does albuterol do to pulmonary artery pressure?""","In a patient with primary pulmonary hypertension, can you use an albuterol inhaler?",1
"There was a patient (50-year-old man) with left bundle branch block (questionably new or old) who had chest pain.  I set him up for a stress echocardiogram, but the cardiologist said he could not do the stress echocardiogram due to the left bundle branch block.  He wanted to do a pharmacologic stress echocardiogram (rather than exercise).  ""Why is that?""",How do you inject the bicipital tendon?,0
What are these pills she got in Mexico?,X-rays show foraminal narrowing at cervical spine level 5-6 (C5-6). What fingers are innervated by C5-6?,0
Elderly man with rheumatoid arthritis. What labs do you need to follow in a patient on methotrexate other than liver function tests and a complete blood count?,What lab work should be monitored in a patient on methotrexate?,1
Patient was running and fell. The bones of the foot looked abnormal on x-ray. What is wrong?,Let's give these immunizations.  That's right isn't it?,0
"46-year-old woman with pituitary. There should be a book with all you need to know about prescribing steroids. It should have all types of steroids and a comparison scale with the concept of equivalent doses and the concept of physiologic levels and the concept of stress dosing, and how to bump up and taper down.",Is there a source that presents comprehensive information about steroids?,1
Is there a bursa under the first metatarsal phalangeal joint?,Boys' father has Marfan's Syndrome. Do these boys need further evaluation?,0
"What is the right interval for checking the thyroid stimulating hormone level on patients on thyroid replacement, and if you make a change in dose, when should you check the thyroid stimulating hormone?",What is the right interval for checking thyroid stimulating hormone on patients on thyroid replacement?,1
What is the differential diagnosis of delirium and how do you work it up?,How should I treat polymenorrhea in a 14-year-old girl?,0
At what age does the risk for prophylaxis for a positive tuberculin skin test outweigh the risk of reactivation of tuberculosis (TB)?,What are the indications for getting a digoxin level?,0
"The patient's appointment was for ""back hurt"" but also has a history of chest pain, angina, diabetes, hypertension, coronary heart disease. Question is how much do I have to workup today? He has a nagging concern about this with this type of patient.",Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)?,0
"""It's just hearsay about . . .like the tuberculin skin test.  It's not clear to me whether it's a requirement.",Should infants have tuberculin skin testing?,1
80-year-old female. Why is she losing weight? Has well-controlled congestive heart failure. Patient says she isn't eating well and dentures don't fit well. Dr. X ordered thyroid stimulating hormone -- says he does it routinely. Dental appointment.,I wonder if this patient could have a rotator cuff thing?,0
What percent of pregnant women have first trimester spotting without regard to outcome?  Dr. X says 50%.,What percent of pregnant women have first trimester spotting without regard to outcome?,1
I saw a lady with what looked like a squamous cell carcinoma.  I excised it.  The path report said in the plane of the section there was no malignancy but there was cellular atypia.  I didn't know if I should excise further or what.,What is the cause and treatment of this old man's stomatitis?,0
Chief complaint: abdominal pain. Question: Does she have partially treated diverticulitis or is the pain related to refluxing and hiatal hernia?,Does she have partially treated diverticulitis or is the pain due to gastroesophageal reflux disease?,1
Is it necessary to give an amnioinfusion if there is only light meconium?,Is it necessary to give an amnioinfusion if there is only light meconium?,1
What would cause generalized itching (pruritus) especially on the palms and soles without a rash? Patient was on oral Prednisone.,What would cause generalized itching especially on the palms and soles?,1
"78-year-old woman with blood pressure 210/110.  She's on Univasc and Toprol XL 100.  She has a history of an angiotensin-converting-enzyme-inhibitor (ACEI) cough and palpitations on Procardia.  Is it still essential hypertension?  My question is:  I can still treat her with medication, but if it doesn't come down right away, when do I think about secondary hypertension?","78-year-old female, blood pressure 210/110. When do I think about secondary hypertension?",1
53-year-old man.  What is causing his testicular pain?,What would cause testicular pain with a normal exam?,1
What should you do about the pancytopenia that can occur with alcoholism besides just withdrawing alcohol?,Boys' father has Marfan's Syndrome. Do these boys need further evaluation?,0
Why do parents always say they come up short by a day or two on the antibiotic prescription?,Let's give these immunizations.  That's right isn't it?,0
78-year-old man.  Screening prostate-specific antigen about 9.  Prostate biopsy shows Gleason 8 cancer in 1 lobe.  What treatment is best?,What is the treatment for a 78-year-old man with Gleason 8 prostate cancer?,1
"""Has anybody ever demonstrated that routine prenatal care in low risk patients improves outcomes?""",Does prenatal care improve outcomes?,1
"I saw a woman this morning with chronic obstructive pulmonary disease and worsening dyspnea, still smoking, still oxygen dependent, recent 10 pound weight gain, oxygen saturation was fine.  Why is she more short of breath?  Is her cor pulmonale worse?","Chronic obstructive pulmonary disease, oxygen saturation fine. Why is she more short of breath? Is her cor pulmonale worse?",1
Do you need to use subacute bacterial endocarditis (SBE) prophylaxis for mild tricuspid regurgitation (TR)?,Do you need to use subacute bacterial endocarditis prophylaxis for mild tricuspid regurgitation?,1
Is it reasonable to get periodic ultrasounds to rule out an abdominal aortic aneurysm in someone with a family history of abdominal aortic aneurysm?,"Maneuver mentioned at continuing medical education course for vertigo, couldn't remember how to do it or name of it.",0
How do you tell if a patient is having a bronchospasm if they don't wheeze?,How do you tell if a patient is having a bronchospasm if they don't wheeze?,1
What dose of Keflex does this patient need?,What dose of Keflex does this patient need?,1
"""Care of metacarpal fractures.""  Relates to a patient seen within the last month.",What is the cause of this woman's long term head shaking (tremor)?,0
"83-year-old woman with chronic edema in her legs. She scraped it and got cellulitis. Now do I keep her on antibiotics until every bit of redness is gone, or can I stop now assuming the redness is consistent with resolving cellulitis?",What clinical signs should determine when to stop antibiotics?,1
"50-year-old man with psoriasis.  ""What size does Dovonex ointment come in and what is the dose?""",What size tube does Dovonex come in?,1
What are the head exercises you can do for treatment of benign positional vertigo? What is the treatment?,How do you inject the bicipital tendon?,0
"82-year-old female.  ""What's the evidence for using meclizine for dizziness?""",Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)?,0
"What is transient neonatal pustular melanosis? What does it look like? What do you do about it? (newborn skin lesions, vesicles, pustules)",Is there a better way to introduce the subject of sexually transmitted disease?,0
"60-year-old man with total cholesterol 230, low-density lipoprotein cholesterol (LDL) 120, triglycerides 300. He's on Mevacor 20 milligrams twice a day. Should I switch to Lipitor since his triglycerides are high?","17-year-old Reserve Officers' Training Corps (ROTC) physical, has Grade I to II systolic murmur. Should he get an echocardiogram?",0
"35-year-old female with ""throat feels funny"" Possible allergies.  She couldn't describe the feeling other than her throat feels funny. The question is what is going on?  Could it be related to her beta blocker?","What would cause a ""funny feeling"" in the throat?",1
Do you need to get a pregnancy test before giving the next Depo-Provera injection?,I wonder if this patient could have a rotator cuff thing?,0
How do I combine antidepressant drugs in terms of dosage adjustment?  This patient is on amitriptyline and Paxil.  How high can I push the dose on each and is the usual upper limit of one affected by the other antidepressant?,How do I combine Paxil and amitriptyline in terms of dosage?,1
"If you see a breast cyst on mammography or breast ultrasound, do you always have to aspirate it or can you just assume it's benign?","If you see a breast cyst on mammography or ultrasound, do you have to aspirate it or can you assume it's benign?",1
"21-year-old man. I looked up to see, in a guy I used Lamisil for toenail fungus, do you need to do liver function tests?",Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)?,0
55-year-old woman.  This lady has epigastric pain and gallbladder symptoms.  How do you assess her gallbladder function when you don't see stones on the ultrasound?  Can a nonfunctioning gallbladder cause symptoms or do you only get symptoms if you have stones?,Why did they cut out the Coccidiomycosis granuloma rather than treat it medically?,0
How do you treat a Tylenol overdose?,Boys' father has Marfan's Syndrome. Do these boys need further evaluation?,0
"If one child has streptococcal sore throat and the sibling gets sick, should you culture the sibling or just treat over the phone?",Can you use Prozac along with lithium?,0
The infant's eyes are red but is it viral or bacterial and how important is it to know as it will probably run its course?,I wonder if this patient could have a rotator cuff thing?,0
"64-year-old man with polymyalgia rheumatica, erythrocyte sedimentation rate about 80, jaw claudication and thighs weak.  ""Should I start steroids even if no headache or blurred vision?""",What is the cause and treatment of this old man's stomatitis?,0
70-year-old man with early Alzheimer's disease. When do you start Aricept and when do you stop it? What is the risk benefit ratio? How do you objectively measure whether it's helping?,Let's give these immunizations. That's right isn't it?,0
A 45-year-old male came to office earlier (a few days ago) and said he wonders if dialysis could cause his headaches to get worse  -- they seem worse after dialysis.  Question is whether the dialysis procedure could accelerate the headaches?,What is the dose of Sporanox?,0
Had shoulder injury and after repaired was about to return to work but developed severe hives requiring steroids. What caused the hives? Was it angioedema due to being stressed about returning to work?,What caused the hives? Was it angioedema due to stress about returning to work?,1
What is vestibulitis? How do you diagnose it and how do you treat it?,What is the dosage of Famvir for treatment of herpes simplex?,0
"24-year-old woman with chronic hepatitis B and a seizure disorder and elevated alanine aminotransferase. Does a patient with chronic hepatitis B need a liver biopsy? Would you do anything anyway? There is no treatment like there is with hepatitis C, is there?","15-year-old, influenza-like illness, increased lactate dehydrogenase (LDH) and bilirubin. Should he play football?",0
What should you do about asymptomatic gallstones?,What should you do about asymptomatic gallstones?,1
46-year-old man. What is the dose of Prevacid and how do you spell it?,What is the dose of Prevacid and how do you spell it?,1
Is it really Benadryl that's in Tylenol PM? I just didn't want her taking that with all her muscle relaxants.,How should I treat polymenorrhea in a 14-year-old girl?,0
Newborn. Thanatophoric dwarfism diagnosed by prenatal ultrasound and confirmed with amniocentesis. Almost always lethal (pulmonary hypoplasia). Question: How aggressively should we treat at birth?,What antibiotics can he take because he's on a nevirapine study?,0
"What is the name of that rash that diabetics get?  Ends in ""diabeticorum.""","What is the name of that rash that diabetics get?  Ends in ""diabeticorum.""",1
What is causing this rash?,What is causing this rash?,1
What kind of splint should you use for a buckle (torus) fracture in a child?,What kind of splint should you use for a buckle fracture?,1
Are poison ivy extract injections helpful in preventing poison ivy?,Let's give these immunizations. That's right isn't it?,0
Is it okay to Baptize a human immunodeficiency virus positive (HIV-positive) person?  Any special precautions for the one doing the Baptizing?,Should we switch to Ancef for this diabetic foot ulcer? Improvement adequate?,0
I had a kid with congenital hypothyroidism and I tried to look up how often and when do you need to monitor his thyroid stimulating hormone and thyroxine.,How should you adjust the birth control pill if someone has spotting on it?,0
"When you are trying to rule out pancreatitis, should you get a serum amylase or lipase or both?",What is the cause of this hepatitis and where do I go from here with testing?,0
How should you interpret prostate specific antigen (PSA) levels when someone is taking finasteride (Propecia)?,Why did she get Coccidiomycosis?,0
What is causing his dizzy spells?,What is causing his dizzy spells?,1
What are the indications for insulin in a type 2 diabetic not controlled on oral agents?  What is a reasonable goal for degree of control in Type 2 diabetes?,What are the indications for insulin in a type 2 diabetic not controlled on oral agents?,1
What are the indications for plain x-rays or magnetic resonance imaging in patients with low back pain?,What are the indications for plain films in patients with low back pain?,1
How long after menopause doesn't it do any good to start estrogen to prevent osteoporosis? Is there a time limit for preventing osteoporosis?,How long after menopause doesn't it do any good to start estrogen to prevent osteoporosis?,1
What should I do now with this new atrial fibrillation?,"What to do with this man, negative extensive workup for palpitations and chest pain?",0
Would Vitamin B12 help this patient feel better (on chemotherapy for breast cancer)?,Let's give these immunizations.  That's right isn't it?,0
What is the clinical significance of distant heart sounds?  Can it be a sign of congestive heart failure (CHF)?,What is the clinical significance of distant heart sounds?,1
"This is a 72-year-old man on Lotrel 5/20, Atenolol 100 milligrams, Cardura 4 milligrams and hydrochlorothiazide 12.5 milligrams. I read recently that alpha blockers increase the risk of myocardial infarction and if that is the sole medication, you should switch, but they never say what to do if the patient is on a combination of medicines or if the alpha blocker is being used for benign prostatic hypertrophy (and working well for that). So should you switch then, even if it's working?",How should I treat polymenorrhea in a 14-year-old girl?,0
What is the cause of her chest pain? What tests does she need?,What is the cause of her chest pain? What tests does she need?,1
Is this a fracture or a growth plate at the base of the fifth metatarsal (looking at x-ray)?,Should I do an ultrasound to rule out an abdominal aortic aneurysm? Must be very rare in young female but should I? Should you have pain when you push on the aorta?,0
"If another child at this patient's daycare is in the pediatric intensive care unit with meningitis, what steps should be taken to prevent this patient from being infected? (Do they need prophylaxis?)",Boys' father has Marfan's Syndrome. Do these boys need further evaluation?,0
And then there is the 48-hour rule out. Some do 72 hours. What makes one baby a 48-hour rule out and another 72 hours?,What determines whether a possibly septic newborn receives 48 versus 72 hours of antibiotics?,1
"I (investigator) saw her looking at her handheld computer and asked what the question was.  She said, ""Dosing for drops for otitis externa.""",Why did she get Coccidiomycosis?,0
"What is the bottom line in terms of estrogen hormone replacement therapy since that New England Journal of Medicine article came out (Colditz, et al N Engl J Med. 332:1589)",What is the bottom line in terms of estrogen replacement therapy?,1
What drug can best treat a certain bacterial infection?,What drug can best treat a certain bacterial infection?,1
Phone call.  Patient wants a refill of Niaspan.  Do I need to check a liver profile?,Is melatonin good for anything?  What is the dose?,0
"Three-month-old. ""What is the spontaneous resolution rate of oral thrush?""",Why wasn't this patient very sick? (large empyema and Haemophilus influenza in sputum),0
80-year-old man. I had to look up bacillus (gram positive rod) bacteremia. There I was just trying to find the etiology or anything that would be associated with bacillus bacteremia.,What are the common causes of gram-positive-rod bacteremia?,1
How should a woman with known diethylstilbestrol exposure be followed? Iodine? Colposcopy?,How should a woman with known diethylstilbestrol exposure be followed?,1
Mother is alcoholic and abuses tobacco.  What are statistics regarding inheritance of tobacco abuse and relationship to social situation?,Why did she get Coccidiomycosis?,0
Isn't there a stress test you can do for people who can't exert themselves?,Isn't there a stress test you can do for people who can't exert themselves?,1
"Interesting patient (29-year-old woman), saw her as a gestational onset diabetic but now, post partum, she has Type I diabetes.  Her c-peptide was about 0.5 nanograms/milliliter (normal 1-5) and her serum insulin was about 2 (normal 6 to 27).  ""Is this definite Type I diabetes?""",Does a low c-peptide definitely mean Type I diabetes?,1
"""What do you do with hilar adenopathy in a kid with pneumonia?  Is this a normal finding with pneumonia?  Do you need to worry about a lymphoma?""",How should I evaluate the hilar adenopathy in this child with pneumonia?,1
What does PPHN stand for?  What does PFC stand for?,What does PPHN stand for?,1
"13-year-old girl here for sports physical.  Has a history of concussion (saw this when looking at chart before entering the room).  ""I often have to review the concussion rules.  I have them in my file.""",What are the concussion rules for sports participation?,1
Is there a hemoglobin A1C (glycosylated hemoglobin) criterion for diabetes?,"Nonfasting blood sugar approximately 377, fasting approximately 45. Is there a better name for glucose intolerance?",0
"If you have a high thyroid stimulating hormone (TSH) and low free thyroxine (T4), do you need to do any workup like thyroid antibodies or can you just treat? Consider temporary condition like thyroiditis? Follow them up for regaining thyroid function?","46-year-old woman, thyroid nodule. Thyroid function tests normal. Would you skinny needle it?",0
At what age should you expect a strawberry hemangioma to start to disappear?,Why wasn't this patient very sick? (large empyema and Haemophilus influenza in sputum),0
What is the work-up of an adolescent female with abdominal pain?,What is the cause and treatment of this old man's stomatitis?,0
"What is the efficacy of scheduling ear rechecks in kids with otitis media and what should be the timing of doing it? Is it really necessary to see them back? If they have persistent fluid at 3 weeks, do they need antibiotics again or just observe?",What is the efficacy of scheduling ear rechecks in kids with otitis media?,1
"73-year-old woman, 13 years ago had colon cancer resected.  Now she is itching.  How common is itching as a paraneoplastic syndrome following treatment for colon cancer?",Should we switch to Ancef for this diabetic foot ulcer? Improvement adequate?,0
"Hemoglobin approximately 4.0, white blood count 3000. History of dementia.  What's causing her bone marrow to be knocked out?  Is it related to her dementia?  Also occult blood in stool.  Should I put her through a gastrointestinal workup?",How do you inject the bicipital tendon?,0
Does weight loss help obstructive sleep apnea?,How do you inject the bicipital tendon?,0
What difference in arm blood pressures is concerning for coarctation or aortic dissection?,What difference in arm blood pressures is concerning for coarctation or aortic dissection?,1
What is the association between alcoholism and diabetes?  Does alcoholism cause diabetes?,What is a good steroid eye drop?,0
What do you do about snoring?  Anything to do besides refer to sleep laboratory to work up sleep apnea?,"Should patients with osteoporosis get bone densitometry, because now we have Fosamax?",0
Should he be on his Dilantin for the rest of his life? Can he come off it now? How should I follow him if he comes off?,I wonder if this patient could have a rotator cuff thing?,0
"What do you do with serous otitis? Long term antibiotics? Nose spray? Decongestants? I do nothing usually and then if it's persistent, when do you refer and what do you do about it?",What do you do with serous otitis?,1
This is the second patient she has seen recently with cervical spinal stenosis which is not as common as lumbar. How prevalent is this?,"Second patient with cervical spine stenosis, not as common as lumbar. How prevalent is this?",1
What is Phoma species on a fungal culture report of a toenail?,Status post hysterectomy for benign disease. How often should a Papanicolaou smear be done on these patients?,0
Is the Atkins diet any good?  Is it safe?,Is the Atkins diet any good?,1
"Seven-month-old born prematurely. Mother accused of Munchausen's by proxy, followed at a tertiary center, upset with their care, wanted a second opinion. I never know what to do with those. ""How can we not accept them?"" I guess would be the question.",How can a physician not accept a patient who inappropriately asks for a second opinion?,1
"60-year-old man with carcinoma of the prostate. He and his wife both complain that he has severe loss of memory. ""It's very confusing. I'm really not sure what's going on. I don't know where to look for . . . . I need to think about him for a while before I can even formulate a question. I don't know what's going on here is my question.""",When should you catheterize boys since it can be traumatic for them? 16-month-old.,0
What causes premenstrual spotting? How do you treat it?,What is the best time to get obstetric ultrasound for dating and to see other things?,0
"50-year-old woman with elevated serum calcium. Our upper limit is about 10.1. A year ago her calcium was about 9.5. This year it was about 11 and a repeat was about 10.5. Her alkaline phosphatase was normal. The question is, ""How aggressive do you get with people like that?""",What is the workup of an elevated serum calcium?,1
"What are the basic principles of chiropractic? I know I've never seen this in a textbook and I have so many patients that go to chiropractors, it would be good to know more about this subject.",What are the basic principles of chiropractic?,1
Is the faint trace of a vertical line on the rapid streptococcal test really positive?  The manufacturer says yes but I'm not sure.,How do you diagnose sinus infection versus viral upper respiratory infection?,0
"If someone is taking lovastatin and they get sore muscles but have a normal CPK (creatine phosphokinase), do you still need to worry about myositis from lovastatin?",How should I treat polymenorrhea in a 14-year-old girl?,0
How long do you need to wait after giving the Hepatitis B vaccine to check the Hepatitis B surface antibody to see if the vaccine worked and what to do if it didn't work?,How should I treat polymenorrhea in a 14-year-old girl?,0
"Five-year-old boy with severe mental retardation. Parents had lots of questions about ""sensory diet."" ""The general question is does sensory integration therapy work and how does it work?""",How do you use Redux? What are the indications?,0
"What are the indications for trying to diagnose and/or treat Helicobacter pylori in patients with peptic disease and nonulcer dyspepsia?  What are the indications for testing for Helicobacter pylori, especially by serology?",What are the indications for trying to diagnose and treat Helicobacter pylori in patients with peptic disease and nonulcer dyspepsia?,1
"What do I need to be doing to workup this patient with apparent acute hepatitis? How aggressive do I get with painless jaundice, thinking about pancreatic cancer, et cetera.",How should I workup this patient with apparent acute hepatitis?,1
Is clindamycin just as likely to cause pseudomembranous colitis in children as it is in adults?,How should I treat polymenorrhea in a 14-year-old girl?,0
Is there any problem with chronic steady use of Midrin such as tolerance or addiction?,Why did they cut out the Coccidiomycosis granuloma rather than treat it medically?,0
What are the components of Larson's Syndrome?,Why did she get Coccidiomycosis?,0
"When is it all right not to convert atrial fibrillation (normal rate, no congestive heart failure)?",When is it all right not to convert atrial fibrillation?,1
What's the dose of Duract (equivalent to 2 Percocet and it's a nonsteroidal anti-inflammatory drug)?,Let's give these immunizations.  That's right isn't it?,0
This is a 49-year-old patient with a viral illness. I recommended supportive measures but now she's back and says she's no better and wants antibiotics. I still think it's a virus. How long do you fight it before you just give antibiotics?,What is the dose of Sporanox?,0
10-year-old girl with chronic urticaria. She had a positive antinuclear antibody test. The parents asked me what are the chances of getting lupus later.,"If a child with urticaria has a positive antinuclear antibody, what is the chance of developing lupus?",1
Who should be screened for hypomagnesemia? What are the indications for ordering a serum magnesium?,Who should be screened for hypomagnesemia?,1
What should you do with a green nipple discharge?,How should I treat polymenorrhea in a 14-year-old girl?,0
"Phone call.  An elderly man lives at home with his wife.  He's not eating, constipated, and has mobility problems.  ""Why won't she agree to let her husband go into the nursing home?""","Elderly man at home with wife, not eating. Why won't she let me put him in nursing home?",1
Will be married in November and period is due to fall on wedding day -- could she be put on birth control pills to change her period date?  Is two months enough time to effect this change?,Could she be put on the birth-control pill to change her period date?  Is two months enough time?,1
Should I use Serevent (long acting beta agonist) or an inhaled steroid? Which would be the more effective?,Should I use Serevent (long acting beta agonist) or an inhaled steroid?,1
"45-year-old woman. The study physician's partner called her in to see this patient's rash. The question is, ""What is this rash?""",What is causing his fatigue? Long lasting viral entity? Not sure of diagnosis.,0
"In this patient with TIAs (transient ischemic attacks) and no cardiac murmur, should I do an echocardiogram anyway?",Boys' father has Marfan's Syndrome. Do these boys need further evaluation?,0
"Have you heard of the new rules for ordering lipids? I (investigator) said, ""so the question is . . . what should I do with this?"" She said, ""Yeah. How do I follow therapy? Should I just order the whole panel and tell the patients they have to pay?""",What is a good steroid eye drop?,0
"This isn't a question but when I looked at her rash, I asked myself is it shingles or possibly staphylococcal impetigo? It isn't worth the cost of a test to find out.",Is this rash shingles or staphylococcal impetigo?,1
Is the coccyx fractured?  This was the question as the physician was looking at the x-ray of a young girl (about 7 years old).,Why did they cut out the Coccidiomycosis granuloma rather than treat it medically?,0
What would cause a red (ruddy) face or facial flushing and how should you work up facial flushing?,Is melatonin good for anything?  What is the dose?,0
"""If their high-density-lipoprotein cholesterol is 70 and the low-density-lipoprotein cholesterol is 160, who wins the battle?""",What should be done if the high-density-lipoprotein cholesterol is very high and the low-density-lipoprotein cholesterol is high?,1
What would cause calf pain in a 35-year-old woman with no history of trauma and no physical findings?,What would cause calf pain in a 35-year-old woman with no history of trauma and no physical findings?,1
Can diabetic neuropathy present as flank radicular pain?  Would capsaicin help?,Can diabetic neuropathy present as flank radicular pain?,1
Why do we need to do a coned-down x-ray of the sella turcica in amenorrhea/galactorrhea if the prolactin is normal?,"Diabetic on insulin. Will new medications (Glucophage, acarbose) allow him to get off?",0
"8-year-old boy with failure to thrive. The question would be, what endocrine tests to get. Do you get a growth hormone? Do you do cortisol levels? Thyroid function tests?",What is this tumor on his tongue?,0
Should you expect the microalbuminuria to go away with angiotensin converting enzyme (ACE) inhibitor treatment?,Patient with hypertension and abdominal bruit.  Should I order an intravenous pyelogram?,0
One-year-old with chronic renal insufficiency and failure to thrive.  Workup and management.  What specifically should I instruct the parents on in terms of meals and snacks and how much to offer at each meal?,What is the dose of Neurontin?,0
Do we need to do a work-up on this patient with a pacemaker who is having severe chest pains?,How do you use Redux? What are the indications?,0
What virus is this?,"15-year-old, influenza-like illness, increased lactate dehydrogenase (LDH) and bilirubin. Should he play football?",0
This morning we looked up Lisch nodules.  I (investigator) asked him what the question was.  He said he wanted to check to see what other stigmata of neurofibromatosis we should check for.,What is the cause of this hepatitis and where do I go from here with testing?,0
76-year-old woman with dyspnea for 3 to 4 days.  History of congestive heart failure.  On digoxin and Accupril.  Lungs clear.  Is there something else going on besides congestive heart failure?,Is there something else going on besides congestive heart failure?,1
9-year-old with attention deficit disorder.  On 18 milligrams of Concerta and 5 milligrams of Ritalin in the morning and at noon.  I always thought you just give Concerta once a day.  Why was it that he needed the extra Ritalin?,Let's give these immunizations.  That's right isn't it?,0
"What is Dr. X's treatment regimen for chronic vulvar pruritus (kraurosis vulvae, lichen simplex atrophicus)?",What is Dr. X's treatment regimen for chronic vulvar pruritus?,1
"What is the treatment duration for bacteremia (urinary-tract-infection source, Escherichia coli)?",How long should this patient with Escherichia coli be treated?,1
What are the advantages of plaster versus fiberglass casting material?,What are the advantages of plaster versus fiberglass casting material?,1
How do you explain Bell's Palsy (peripheral) versus central facial nerve palsy in terms of the anatomy and cross innervation? There is cross innervation in the forehead and with Bell's there should be involvement of the forehead but how do you explain?,How should I treat polymenorrhea in a 14-year-old girl?,0
"""Are there any cardiac contraindications to Strattera?""",Are there any cardiac contraindications to Strattera?,1
"81-year-old woman moved into a separate-structure retirement home and it had mold in the basement. ""What degrees of mold exposure and what molds can cause these kinds of symptoms that they talk about in this magazine (hemoptysis, memory loss)?""",What degree of mold exposure could cause hemoptysis?,1
